sit-out	TOLERATE ABSTAIN_AVOID_REFRAIN
comfit	ENCLOSE_WRAP
inclose	INSERT ENCLOSE_WRAP
shut-in	ENCLOSE_WRAP
rail-in	ENCLOSE_WRAP
beleaguer	ENCLOSE_WRAP BOTHER
capsulate	ENCLOSE_WRAP
gift-wrap	ENCLOSE_WRAP
casket	ENCLOSE_WRAP
contour	ENCLOSE_WRAP
brick-in	ENCLOSE_WRAP
brick-up	ENCLOSE_WRAP
brick-over	ENCLOSE_WRAP
envelop	ENCLOSE_WRAP
enfold	ENCLOSE_WRAP
enwrap	ENCLOSE_WRAP
shrinkwrap	ENCLOSE_WRAP
brim	FILL
deluge	FILL BURDEN_BEAR
flood	LOAD_PROVIDE_CHARGE_FURNISH FILL
inundate	FILL
top-off	FINISH_CONCLUDE_END FILL
overstuff	FILL
babbitt	FILL
overburden	FILL BURDEN_BEAR
load-up	FILL
tincture	COLOR FILL
saturate	FILL COMBINE_MIX_UNITE
gas-up	FILL
load-down	FILL
overfill	FILL
replenish	FILL
refill	FILL
fill-again	FILL
clutter	FILL
clutter-up	FILL
inflate	FILL INCREASE_ENLARGE_MULTIPLY
farce	FILL
stow	FILL
jampack	FILL
chock-up	FILL
wad	PRESS_PUSH_FOLD FILL
make-full	FILL
reload	LOAD_PROVIDE_CHARGE_FURNISH FILL
people	POPULATE FILL
mainline	INSERT
tuck	SEW INSERT PRESS_PUSH_FOLD
spatchcock	INSERT COOK
instil	INSERT
interject	INSERT
fecundate	INSERT AROUSE_WAKE_ENLIVEN
skin-pop	INSERT
assibilate	INSERT PRONOUNCE
slip-in	INSERT
stick-in	INSERT
sneak-in	INSERT ENTER
package	INSERT
catheterize	INSERT
catheterise	INSERT
insufflate	INSERT BREATH_BLOW
foist	INSERT BURDEN_BEAR
cannulate	INSERT
cannulize	INSERT
cannulise	INSERT
intubate	INSERT
canulate	INSERT
innovate	INSERT
syringe	INSERT
intercalate	INSERT
invaginate	INSERT INVERT_REVERSE
feed-in	INSERT
ground-out	SCORE
drive-in	HOLE_PIERCE SCORE ARRIVE
eagle	SCORE
double-birdie	SCORE
equalize	SCORE MATCH
equalise	SCORE MATCH
hole-up	SCORE CLOUD_SHADOW_HIDE SLEEP
dunk	SCORE DIP_DIVE
homer	SCORE
par	SCORE
hole	HOLE_PIERCE SCORE
hole-out	SCORE
bogey	SCORE
birdie	SCORE
double-bogey	SCORE
reaffirm	AFFIRM
decry	AFFIRM
reconfirm	AFFIRM
swear-in	AFFIRM
reassert	AFFIRM
allege	AFFIRM
aver	AFFIRM
asseverate	AFFIRM
apologize	JUSTIFY_EXCUSE
apologise	JUSTIFY_EXCUSE
cover-for	JUSTIFY_EXCUSE
expiate	JUSTIFY_EXCUSE
aby	JUSTIFY_EXCUSE
abye	JUSTIFY_EXCUSE
atone	JUSTIFY_EXCUSE REGRET_BE_SORRY
condone	JUSTIFY_EXCUSE
forgive	EXEMPT PARDON
pardon	PARDON
shrive	PARDON
wash-one's-hands	PARDON
amnesty	PARDON
prorate	SETTLE_CONCILIATE DIVIDE
clear-the-air	SETTLE_CONCILIATE
plea-bargain	SETTLE_CONCILIATE
give-and-take	SETTLE_CONCILIATE
iron-out	PRESS_PUSH_FOLD SETTLE_CONCILIATE
put-right	SETTLE_CONCILIATE
compromise	ENDANGER SETTLE_CONCILIATE
make-peace	SETTLE_CONCILIATE
square-off	SETTLE_CONCILIATE
square-up	SHAPE SETTLE_CONCILIATE FLATTEN_SMOOTHEN
patch-up	SETTLE_CONCILIATE REPAIR_REMEDY
drop-off	DECREASE EMPTY_UNLOAD SLEEP
drop-away	DECREASE
drop-like-flies	DECREASE
depressurize	DECREASE
depressurise	DECREASE
decompress	DECREASE MAKE_RELAX RESTORE_STATE_UNDO_UNWIND
abate	DECREASE
dive	DECREASE DIP_DIVE
backslide	DECREASE
pare-down	DECREASE
slack-off	DECREASE
die-away	DECREASE
bowdlerize	DECREASE
bowdlerise	DECREASE
expurgate	DECREASE
castrate	DECREASE WEAKEN CASTRATE
sweat-off	DECREASE
decrease	DECREASE
minify	DECREASE
taper	SHARPEN DECREASE
shrivel	DECREASE SPOIL
taper-off	DECREASE FINISH_CONCLUDE_END
demonetize	DECREASE
demonetise	DECREASE
flatten	DECREASE FLATTEN_SMOOTHEN
abridge	DECREASE
abbreviate	DECREASE
dwindle	DECREASE
dwindle-away	DECREASE
dwindle-down	DECREASE
slacken	DECREASE SLOW_DOWN LOOSEN
slack-up	DECREASE
closure	FINISH_CONCLUDE_END
cloture	FINISH_CONCLUDE_END
cease	FINISH_CONCLUDE_END
bind-off	FINISH_CONCLUDE_END
whip-through	FINISH_CONCLUDE_END
break-with	FINISH_CONCLUDE_END
cap-off	FINISH_CONCLUDE_END
finalize	FINISH_CONCLUDE_END
finalise	FINISH_CONCLUDE_END
stamp-out	FINISH_CONCLUDE_END
end	FINISH_CONCLUDE_END
finish-off	FINISH_CONCLUDE_END
stub-out	FINISH_CONCLUDE_END
crush-out	FINISH_CONCLUDE_END
dispose-of	FINISH_CONCLUDE_END
follow-out	FINISH_CONCLUDE_END
put-through	FINISH_CONCLUDE_END JOIN_CONNECT
phase-out	FINISH_CONCLUDE_END
finish-out	FINISH_CONCLUDE_END
shut-down	FINISH_CONCLUDE_END
close-down	FINISH_CONCLUDE_END
climax	FINISH_CONCLUDE_END
fizzle-out	FINISH_CONCLUDE_END
fizzle	FINISH_CONCLUDE_END
click-off	FINISH_CONCLUDE_END
call-it-quits	FINISH_CONCLUDE_END
call-it-a-day	FINISH_CONCLUDE_END
bump-up	INCREASE_ENLARGE_MULTIPLY
intensify	INCREASE_ENLARGE_MULTIPLY
crescendo	INCREASE_ENLARGE_MULTIPLY
protract	INCREASE_ENLARGE_MULTIPLY
rev-up	SPEED_UP INCREASE_ENLARGE_MULTIPLY
rev	INCREASE_ENLARGE_MULTIPLY
puff-out	INCREASE_ENLARGE_MULTIPLY
soar	FLY INCREASE_ENLARGE_MULTIPLY
soar-up	INCREASE_ENLARGE_MULTIPLY
soar-upwards	INCREASE_ENLARGE_MULTIPLY
escalate	INCREASE_ENLARGE_MULTIPLY
magnify	INCREASE_ENLARGE_MULTIPLY
amplify	INCREASE_ENLARGE_MULTIPLY
widen	INCREASE_ENLARGE_MULTIPLY
lengthen	INCREASE_ENLARGE_MULTIPLY
mark-up	INCREASE_ENLARGE_MULTIPLY
swell-up	INCREASE_ENLARGE_MULTIPLY
tumefy	INCREASE_ENLARGE_MULTIPLY
tumesce	INCREASE_ENLARGE_MULTIPLY
louden	INCREASE_ENLARGE_MULTIPLY
flare-out	INCREASE_ENLARGE_MULTIPLY
redouble	INCREASE_ENLARGE_MULTIPLY
mimeograph	INCREASE_ENLARGE_MULTIPLY
mimeo	INCREASE_ENLARGE_MULTIPLY
leaven	INCREASE_ENLARGE_MULTIPLY
supercharge	INCREASE_ENLARGE_MULTIPLY
further	INCREASE_ENLARGE_MULTIPLY
manifold	INCREASE_ENLARGE_MULTIPLY
potentiate	INCREASE_ENLARGE_MULTIPLY
reflate	RESTORE_STATE_UNDO_UNWIND INCREASE_ENLARGE_MULTIPLY
proliferate	INCREASE_ENLARGE_MULTIPLY
globalize	INCREASE_ENLARGE_MULTIPLY
globalise	INCREASE_ENLARGE_MULTIPLY
quadruple	INCREASE_ENLARGE_MULTIPLY
roneo	INCREASE_ENLARGE_MULTIPLY
stoke	INCREASE_ENLARGE_MULTIPLY
quadruplicate	INCREASE_ENLARGE_MULTIPLY
skyrocket	INCREASE_ENLARGE_MULTIPLY
augment	INCREASE_ENLARGE_MULTIPLY
increase	INCREASE_ENLARGE_MULTIPLY
pack-on	INCREASE_ENLARGE_MULTIPLY
shoot-up	INCREASE_ENLARGE_MULTIPLY
deepen	CHANGE_APPEARANCE/STATE INCREASE_ENLARGE_MULTIPLY
foster	DEVELOP_AGE INCREASE_ENLARGE_MULTIPLY
up	INCREASE_ENLARGE_MULTIPLY
fatten	INCREASE_ENLARGE_MULTIPLY
fat	INCREASE_ENLARGE_MULTIPLY
fatten-out	INCREASE_ENLARGE_MULTIPLY
fatten-up	INCREASE_ENLARGE_MULTIPLY
spin-out	INCREASE_ENLARGE_MULTIPLY
bull	DECEIVE INCREASE_ENLARGE_MULTIPLY
overstate	INCREASE_ENLARGE_MULTIPLY
exaggerate	INCREASE_ENLARGE_MULTIPLY
hyperbolize	INCREASE_ENLARGE_MULTIPLY
hyperbolise	INCREASE_ENLARGE_MULTIPLY
outgrow	OVERCOME_SURPASS INCREASE_ENLARGE_MULTIPLY
energize	AROUSE_WAKE_ENLIVEN INCREASE_ENLARGE_MULTIPLY
energise	AROUSE_WAKE_ENLIVEN INCREASE_ENLARGE_MULTIPLY
quintuple	INCREASE_ENLARGE_MULTIPLY
overdo	INCREASE_ENLARGE_MULTIPLY
cube	SHAPE INCREASE_ENLARGE_MULTIPLY
hectograph	INCREASE_ENLARGE_MULTIPLY
aggrade	INCREASE_ENLARGE_MULTIPLY
add-to	INCREASE_ENLARGE_MULTIPLY
clone	INCREASE_ENLARGE_MULTIPLY
scale-up	INCREASE_ENLARGE_MULTIPLY
steepen	INCLINE INCREASE_ENLARGE_MULTIPLY
inflame	HURT_HARM_ACHE BURN AROUSE_WAKE_ENLIVEN
disagree-with	HURT_HARM_ACHE
martyrize	HURT_HARM_ACHE
martyrise	HURT_HARM_ACHE
irritate	HURT_HARM_ACHE AROUSE_WAKE_ENLIVEN BOTHER
agonize	HURT_HARM_ACHE
agonise	HURT_HARM_ACHE
deaf	HURT_HARM_ACHE
obstipate	HURT_HARM_ACHE
persecute	HURT_HARM_ACHE
oppress	HURT_HARM_ACHE SUBJUGATE
intoxicate	HURT_HARM_ACHE AROUSE_WAKE_ENLIVEN
hurt	HURT_HARM_ACHE WORSEN CAUSE_MENTAL_STATE
gall	HURT_HARM_ACHE CAUSE_MENTAL_STATE
afflict	HURT_HARM_ACHE
sting	HURT_HARM_ACHE BURDEN_BEAR
twinge	HURT_HARM_ACHE PRESS_PUSH_FOLD
maim	HURT_HARM_ACHE
gore	HURT_HARM_ACHE CUT
callus	HURT_HARM_ACHE
torment	HURT_HARM_ACHE
torture	HURT_HARM_ACHE
excruciate	HURT_HARM_ACHE
blister	HURT_HARM_ACHE CRITICIZE
tribulate	HURT_HARM_ACHE
scar	HURT_HARM_ACHE
pock	HURT_HARM_ACHE
sprain	HURT_HARM_ACHE
wrick	HURT_HARM_ACHE
deface	HURT_HARM_ACHE
disfigure	HURT_HARM_ACHE
blemish	HURT_HARM_ACHE DAMAGE
anguish	HURT_HARM_ACHE CAUSE_MENTAL_STATE
die-back	HURT_HARM_ACHE
die-down	HURT_HARM_ACHE WEAKEN
pain	HURT_HARM_ACHE CAUSE_MENTAL_STATE
sunburn	HURT_HARM_ACHE
maul	HURT_HARM_ACHE CUT
mangle	HURT_HARM_ACHE PRESS_PUSH_FOLD DAMAGE CHANGE_APPEARANCE/STATE
nettle	HURT_HARM_ACHE BOTHER
urticate	HURT_HARM_ACHE
prickle	HURT_HARM_ACHE HOLE_PIERCE
harm	HURT_HARM_ACHE
overdose	HURT_HARM_ACHE
o.d.	HURT_HARM_ACHE
chap	HURT_HARM_ACHE
wound	HURT_HARM_ACHE
injure	HURT_HARM_ACHE WORSEN
spite	HURT_HARM_ACHE
cripple	HURT_HARM_ACHE WEAKEN
lame	HURT_HARM_ACHE
luxate	HURT_HARM_ACHE
kneecap	HURT_HARM_ACHE
constipate	HURT_HARM_ACHE SLOW_DOWN
hamstring	HURT_HARM_ACHE SUBJUGATE
traumatize	HURT_HARM_ACHE
traumatise	HURT_HARM_ACHE
swelter	HURT_HARM_ACHE
pockmark	HURT_HARM_ACHE
wan	HURT_HARM_ACHE
tingle	HURT_HARM_ACHE
vellicate	HURT_HARM_ACHE AROUSE_WAKE_ENLIVEN
smart	HURT_HARM_ACHE
jaundice	HURT_HARM_ACHE WORSEN
lacerate	HURT_HARM_ACHE CUT
contuse	HURT_HARM_ACHE
vesicate	HURT_HARM_ACHE
subluxate	HURT_HARM_ACHE
poniard	HURT_HARM_ACHE
mutilate	HURT_HARM_ACHE DAMAGE CHANGE_APPEARANCE/STATE
get-worse	WORSEN
relapse	WORSEN
coarsen	WORSEN
barbarize	WORSEN
barbarise	WORSEN
pall	BOTHER SATISFY_FULFILL CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY WORSEN DAMAGE CAUSE_MENTAL_STATE DRESS_WEAR WEAKEN
disharmonize	WORSEN
bedizen	WORSEN DRESS_WEAR
antiquate	WORSEN CHANGE_APPEARANCE/STATE
desensitize	WEAKEN WORSEN
desensitise	WEAKEN WORSEN
downgrade	WORSEN
recidivate	WORSEN
regress	WORSEN RESTORE_STATE_UNDO_UNWIND
retrogress	WORSEN
deteriorate	WORSEN
degenerate	WORSEN
outmode	WORSEN
snarl-up	WORSEN
embrangle	WORSEN
go-to-pot	WORSEN
go-to-the-dogs	WORSEN
wither	WORSEN SPOIL
devilize	WORSEN
devilise	WORSEN
diabolize	WORSEN
diabolise	WORSEN
worsen	WORSEN
benight	WORSEN DIM
darken	WORSEN DIM
aggravate	WORSEN CAUSE_MENTAL_STATE
exacerbate	WORSEN CAUSE_MENTAL_STATE
exasperate	WORSEN CAUSE_MENTAL_STATE
uglify	WORSEN
harshen	WORSEN
bestialize	WORSEN
bestialise	WORSEN
aerate	COMBINE_MIX_UNITE AIR
fan	AROUSE_WAKE_ENLIVEN AIR DRIVE_BACK
air-out	AIR
convect	AIR
air-condition	LOAD_PROVIDE_CHARGE_FURNISH AIR
syncretize	COMBINE_MIX_UNITE
syncretise	COMBINE_MIX_UNITE
consolidate	COMBINE_MIX_UNITE CHANGE_APPEARANCE/STATE STRENGTHEN_MAKE_RESISTANT
calcify	COMBINE_MIX_UNITE CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY CHANGE_APPEARANCE/STATE
commix	COMBINE_MIX_UNITE
amalgamate	COMBINE_MIX_UNITE
carburet	COMBINE_MIX_UNITE
mongrelize	COMBINE_MIX_UNITE
mongrelise	COMBINE_MIX_UNITE
carbonize	BURN COMBINE_MIX_UNITE
carbonise	BURN COMBINE_MIX_UNITE
carburize	COMBINE_MIX_UNITE
carburise	COMBINE_MIX_UNITE
sulfurette	COMBINE_MIX_UNITE
sulphurette	COMBINE_MIX_UNITE
oxidise	COMBINE_MIX_UNITE
oxidize	COMBINE_MIX_UNITE
oxidate	COMBINE_MIX_UNITE
homogenize	COMBINE_MIX_UNITE
homogenise	COMBINE_MIX_UNITE
anastomose	COMBINE_MIX_UNITE JOIN_CONNECT
inosculate	COMBINE_MIX_UNITE JOIN_CONNECT
oxygenate	COMBINE_MIX_UNITE
re-incorporate	COMBINE_MIX_UNITE
admix	COMBINE_MIX_UNITE
work-in	COMBINE_MIX_UNITE
intermix	COMBINE_MIX_UNITE
immingle	COMBINE_MIX_UNITE
intermingle	COMBINE_MIX_UNITE
build-in	COMBINE_MIX_UNITE
consubstantiate	COMBINE_MIX_UNITE
totalize	COMBINE_MIX_UNITE
totalise	COMBINE_MIX_UNITE
iodinate	COMBINE_MIX_UNITE
lysogenize	COMBINE_MIX_UNITE
thoriate	COMBINE_MIX_UNITE
butylate	COMBINE_MIX_UNITE
vitalize	AROUSE_WAKE_ENLIVEN
vitalise	AROUSE_WAKE_ENLIVEN
quicken	SPEED_UP AROUSE_WAKE_ENLIVEN
spice	COOK AROUSE_WAKE_ENLIVEN
spice-up	COOK AROUSE_WAKE_ENLIVEN
elate	AROUSE_WAKE_ENLIVEN
liven	AROUSE_WAKE_ENLIVEN
liven-up	AROUSE_WAKE_ENLIVEN
sex	AROUSE_WAKE_ENLIVEN DISTINGUISH_DIFFER
disaffect	AROUSE_WAKE_ENLIVEN
revive	AROUSE_WAKE_ENLIVEN
resuscitate	AROUSE_WAKE_ENLIVEN
paint-a-picture	AROUSE_WAKE_ENLIVEN
rekindle	BURN AROUSE_WAKE_ENLIVEN
wake-up	AROUSE_WAKE_ENLIVEN
awake	AROUSE_WAKE_ENLIVEN
come-alive	AROUSE_WAKE_ENLIVEN
waken	AROUSE_WAKE_ENLIVEN
upraise	AROUSE_WAKE_ENLIVEN
stay-up	AROUSE_WAKE_ENLIVEN
sit-up	AROUSE_WAKE_ENLIVEN LIE
titillate	AROUSE_WAKE_ENLIVEN
perk-up	AROUSE_WAKE_ENLIVEN
perk	AROUSE_WAKE_ENLIVEN
gain-vigor	AROUSE_WAKE_ENLIVEN
reinvigorate	AROUSE_WAKE_ENLIVEN
touch-a-chord	AROUSE_WAKE_ENLIVEN
reanimate	AROUSE_WAKE_ENLIVEN
vivify	AROUSE_WAKE_ENLIVEN
revivify	AROUSE_WAKE_ENLIVEN
elicit	AROUSE_WAKE_ENLIVEN INFER
enkindle	BURN AROUSE_WAKE_ENLIVEN
kindle	BURN AROUSE_WAKE_ENLIVEN
reawaken	AROUSE_WAKE_ENLIVEN
ignite	BURN AROUSE_WAKE_ENLIVEN
heat	AROUSE_WAKE_ENLIVEN HEAT
jazz-up	AROUSE_WAKE_ENLIVEN
juice-up	AROUSE_WAKE_ENLIVEN
ginger-up	AROUSE_WAKE_ENLIVEN
brisk	AROUSE_WAKE_ENLIVEN
brisk-up	AROUSE_WAKE_ENLIVEN
brisken	AROUSE_WAKE_ENLIVEN
bestir	AROUSE_WAKE_ENLIVEN
innervate	LOAD_PROVIDE_CHARGE_FURNISH AROUSE_WAKE_ENLIVEN
heat-up	AROUSE_WAKE_ENLIVEN HEAT
spirit	AROUSE_WAKE_ENLIVEN
spirit-up	AROUSE_WAKE_ENLIVEN
inspirit	AROUSE_WAKE_ENLIVEN
spark-off	AROUSE_WAKE_ENLIVEN
spark	SPARKLE AROUSE_WAKE_ENLIVEN
trigger-off	AROUSE_WAKE_ENLIVEN
touch-off	AROUSE_WAKE_ENLIVEN
cathect	AROUSE_WAKE_ENLIVEN
revitalise	AROUSE_WAKE_ENLIVEN
take-heart	AROUSE_WAKE_ENLIVEN
buck-up	AROUSE_WAKE_ENLIVEN
photosensitize	AROUSE_WAKE_ENLIVEN
photosensitise	AROUSE_WAKE_ENLIVEN
whet	SHARPEN AROUSE_WAKE_ENLIVEN
calcine	HEAT
overheat	HEAT
autoclave	HEAT
steam-heat	HEAT
scald	BURN CRITICIZE HEAT DIP_DIVE
preheat	HEAT
reheat	HEAT
warm	HEAT
broil	COOK HEAT
bake	COOK HEAT
smelt	HEAT
pasteurize	HEAT
pasteurise	HEAT
pollute	DIRTY
contaminate	DIRTY
befoul	DIRTY
maculate	DIRTY
blur	BLIND MESS DIRTY DIM
smudge	DIRTY
smutch	DIRTY
bespatter	DIRTY
resmudge	DIRTY
crock	DIRTY
muddy	DIRTY
speck	DIRTY
muddy-up	DIRTY
dirty	DIRTY
soil	DIRTY
begrime	DIRTY
grime	DIRTY
colly	DIRTY
bemire	DIRTY
dinge	SHAPE DIRTY
muck-up	MESS DIRTY
fleck	DIRTY
blob	DIRTY
blot	DRY DIRTY
splotch	DIRTY
stain	COLOR DIRTY
tarnish	DIRTY
mottle	COLOR DIRTY
blotch	DIRTY
swing-over	INFLUENCE
blackjack	INFLUENCE
carry-weight	INFLUENCE
shape	INFLUENCE SHAPE MOUNT_ASSEMBLE_PRODUCE
act-upon	INFLUENCE
tinge	INFLUENCE COLOR
bias	INFLUENCE
get-at	INFLUENCE ENTER BOTHER
slant	INFLUENCE LIE INCLINE
weight	INFLUENCE BURDEN_BEAR
alligator	DAMAGE
become-flat	DAMAGE
damage	DAMAGE
bilge	HOLE_PIERCE DAMAGE
dent	DAMAGE
flaw	DAMAGE
blight	DAMAGE
plague	BOTHER DAMAGE
deform	SHAPE DAMAGE
atrophy	DAMAGE
catch-fire	BURN
take-fire	BURN
conflagrate	BURN
cremate	BURN
incinerate	BURN
sear	BURN DRY
singe	BURN
deflagrate	BURN
incandesce	BURN
reignite	BURN
smolder	FEEL BURN
smoulder	FEEL BURN
flame-up	BURN
blaze-up	BURN
swinge	BURN
char	BURN
coal	LOAD_PROVIDE_CHARGE_FURNISH BURN
blacken	BURN COLOR
set-ablaze	BURN
set-aflame	BURN
set-on-fire	BURN
set-afire	BURN
flame	LIGHT_SHINE BURN CRITICIZE
yarn-dye	COLOR
yellow	COLOR
redden	COLOR
etiolate	COLOR WEAKEN
batik	COLOR
grey	COLOR
gray	COLOR
raddle	COLOR WEAVE
ruddle	COLOR WEAVE
azure	COLOR
rubify	COLOR
piece-dye	COLOR
infuscate	COLOR
bronze	COLOR
colorize	COLOR
colorise	COLOR
colourise	COLOR
colourize	COLOR
color-in	COLOR
colour-in	COLOR
sallow	COLOR
blush	COLOR
incarnadine	COLOR
handcolor	COLOR
handcolour	COLOR
green	COLOR
dapple	COLOR
double-dye	COLOR
complexion	COLOR
deep-dye	COLOR
acid-wash	COLOR
red-ink	COLOR
parti-color	COLOR
brown	COLOR
carmine	COLOR
hue	COLOR
henna	COLOR
polychrome	COLOR
polychromize	COLOR
polychromise	COLOR
purple	COLOR
empurple	COLOR
purpurate	COLOR
opalize	COLOR CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY
opalise	COLOR CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY
ebonize	COLOR
ebonise	COLOR
madder	COLOR
blue	COLOR
embrown	COLOR
fast-dye	COLOR
tie-dye	COLOR
rubric	COLOR
tint	COLOR
tinct	COLOR
whiten	COLOR
white	COLOR
verdigris	COLOR
rouge	COLOR
crimson	COLOR
blacken-out	COLOR
vermilion	COLOR
hand-dye	COLOR
pale	COLOR
blanch	COOK COLOR
blench	COLOR
opalesce	LIGHT_SHINE COLOR
pinkify	COLOR
dye	COLOR
suntan	COLOR
melanize	COLOR CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY
melanise	COLOR CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY
nigrify	COLOR
black	COLOR
harlequin	COLOR
pigment	COLOR
encrimson	COLOR
coldwork	SHAPE
cold-work	SHAPE
queue-up	SHAPE
queue	SHAPE
contort	SHAPE
flocculate	SHAPE CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY
skew	SHAPE
hill	SHAPE
flute	SHAPE
granulate	SHAPE
pattern	PLAN_SCHEDULE SHAPE
mound	SHAPE
rough-hew	SHAPE
cone	SHAPE
bevel	SHAPE
chamfer	CAVE_CARVE SHAPE
hot-work	SHAPE
gauffer	SHAPE
goffer	SHAPE
perm	SHAPE
mousse	SHAPE
gel	SHAPE
conglobate	SHAPE
conglobe	SHAPE
swage	SHAPE
change-shape	SHAPE
change-form	SHAPE
dummy	SHAPE
angulate	SHAPE
dado	LOAD_PROVIDE_CHARGE_FURNISH SHAPE
extrude	SHAPE
reshape	SHAPE ESTABLISH
remold	SHAPE REPAIR_REMEDY MOUNT_ASSEMBLE_PRODUCE
work-on	SHAPE WORK
morph	SHAPE CHANGE_APPEARANCE/STATE
schematise	SHAPE
preform	SHAPE
shear	SHAPE CUT
hew-out	SHAPE
machine	SHAPE AUTOMATIZE
ball	SHAPE
parch	DRY
lyophilize	DRY
lyophilise	DRY
rough-dry	DRY
tumble-dry	DRY
dry	DRY
dry-out	EMPTY_UNLOAD DRY
blow-dry	DRY
spray-dry	DRY
drip-dry	DRY
spin-dry	DRY
dehumidify	DRY
exsiccate	DRY
dehydrate	DRY
dry-up	DRY
desiccate	DRY
towel	DRY
de-emphasize	WEAKEN
de-emphasise	WEAKEN
destress	WEAKEN
de-energize	WEAKEN
de-energise	WEAKEN
recede	MOVE_BACK WEAKEN
attenuate	WEAKEN CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY
numb	WEAKEN
benumb	WEAKEN
devitalize	WEAKEN
devitalise	WEAKEN
emaciate	WEAKEN
lull	WEAKEN MAKE_RELAX DECEIVE
calm-down	WEAKEN MAKE_RELAX
fade-out	WEAKEN
fade-away	WEAKEN
pine-away	WEAKEN
enfeeble	WEAKEN
debilitate	WEAKEN
callous	WEAKEN
cauterize	WEAKEN
cauterise	WEAKEN
cool	WEAKEN COOL
cool-down	WEAKEN COOL
enervate	WEAKEN CAUSE_MENTAL_STATE
evaporate	WEAKEN CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY
slacken-off	WEAKEN
de-escalate	WEAKEN
embrittle	WEAKEN
emasculate	WEAKEN CASTRATE
quell	SUBJUGATE WEAKEN
appease	WEAKEN MAKE_RELAX
decrescendo	WEAKEN
wilt	WEAKEN
step-down	WEAKEN RESIGN_RETIRE
bombproof	STRENGTHEN_MAKE_RESISTANT
beef-up	STRENGTHEN_MAKE_RESISTANT
fireproof	STRENGTHEN_MAKE_RESISTANT
bolster-up	STRENGTHEN_MAKE_RESISTANT
goofproof	STRENGTHEN_MAKE_RESISTANT
goof-proof	STRENGTHEN_MAKE_RESISTANT
foolproof	STRENGTHEN_MAKE_RESISTANT
toughen	STRENGTHEN_MAKE_RESISTANT
bulletproof	STRENGTHEN_MAKE_RESISTANT
buckram	STRENGTHEN_MAKE_RESISTANT
stockade	STRENGTHEN_MAKE_RESISTANT
buttress	STRENGTHEN_MAKE_RESISTANT
wall	STRENGTHEN_MAKE_RESISTANT
palisade	STRENGTHEN_MAKE_RESISTANT
starch	STRENGTHEN_MAKE_RESISTANT
ramp-up	STRENGTHEN_MAKE_RESISTANT
ruggedize	STRENGTHEN_MAKE_RESISTANT
ruggedise	STRENGTHEN_MAKE_RESISTANT
weatherproof	STRENGTHEN_MAKE_RESISTANT
waterproof	STRENGTHEN_MAKE_RESISTANT
restrengthen	STRENGTHEN_MAKE_RESISTANT
child-proof	STRENGTHEN_MAKE_RESISTANT
childproof	STRENGTHEN_MAKE_RESISTANT
brace-up	STRENGTHEN_MAKE_RESISTANT
reinforce	STRENGTHEN_MAKE_RESISTANT
reenforce	STRENGTHEN_MAKE_RESISTANT
bear-out	STRENGTHEN_MAKE_RESISTANT
annoy	BOTHER
rile	BOTHER DIM
displease	BOTHER
hassle	BOTHER
chivy	BOTHER
chivvy	BOTHER
chevy	BOTHER
chevvy	BOTHER
peeve	BOTHER
straiten	PRESS_PUSH_FOLD BOTHER
inconvenience	BOTHER
discommode	BOTHER
incommode	BOTHER
pester	BOTHER
bug	BOTHER DECEIVE
discontent	BOTHER
hen-peck	BOTHER
disgruntle	BOTHER
catch-one's-breath	REST
take-a-breather	REST
pillow	REST
take-five	REST
vege-out	REST
hibernate	SLEEP REST
take-ten	REST
illume	LIGHTEN
illumine	LIGHTEN
mercerize	LIGHTEN
mercerise	LIGHTEN
irradiate	EXPOSE LIGHTEN
brighten	LIGHTEN
floodlight	LIGHTEN
burden	ASSIGN BURDEN_BEAR
burthen	BURDEN_BEAR
weight-down	BURDEN_BEAR
flood-out	BURDEN_BEAR
overbear	PRESS_PUSH_FOLD BURDEN_BEAR OVERCOME_SURPASS
take-lying-down	BURDEN_BEAR
bulk-large	BURDEN_BEAR
reface	REPAIR_REMEDY
retread	USE REPAIR_REMEDY
remould	REPAIR_REMEDY MOUNT_ASSEMBLE_PRODUCE
reheel	REPAIR_REMEDY
refinish	REPAIR_REMEDY
soft-solder	REPAIR_REMEDY
repoint	REPAIR_REMEDY
rebind	REPAIR_REMEDY
darn	REPAIR_REMEDY
revamp	REPAIR_REMEDY
sole	REPAIR_REMEDY
resole	REPAIR_REMEDY
restitute	GIVE_BACK REPAIR_REMEDY
hack-on	REPAIR_REMEDY
bushel	REPAIR_REMEDY
furbish-up	REPAIR_REMEDY
recondition	REPAIR_REMEDY
bed-down	SLEEP
bunk-down	SLEEP
sleep-late	SLEEP
sleep-in	STAY_DWELL SLEEP
etherize	SLEEP
etherise	SLEEP
snooze	SLEEP
doze	SLEEP
cocainize	SLEEP
cocainise	SLEEP
zonk-out	SLEEP
